number	author	text	title_in_memoir	year_of_text	citation_or_paraphrase	kind_of_literature	language	situation	performer	audience	place	repeat	person_who_recollects	memoirist	edition	place_of_edition	year_of_edition_min	year_of_edition_max	date_of_situation_min	date_of_situation_max	place_camp	occupation_of_memoirist	link_to_publication
1775	Грейнц Р. (Студенская Е.М.)	Врагу не сдается наш гордый Варяг...	Народная Песня	1904	Цитируют	песня	русский	пение в кругу равных	заключенный	заключенный	в тюремной камере	FALSE	Автор мемуаров	Сомов Е.	Обыкновенная история в необыкновенной стране	Санкт-Петербург	2001	2001	1944	1944	Кокчетавская обл., следственная тюрьма Управления КГБ	Школьник	asfcd/auth/?t=page&num=6287
1450	Грец Генрих	NA	NA	NA	Пересказывают	проза	русский	рассказ в кругу равных	заключенный	заключенный	в лагере	FALSE	Автор мемуаров	Прейгерзон Ц.И.	Дневник воспоминаний бывшего лагерника (1949–1955)	Москва	2005	2005	1950	1950	Караганда, Песчлаг	Преподаватель	asfcd/auth/?t=page&num=8339
2456	Грибоедов А.С.	Горе от ума	NA	1825	Цитируют	стихи	русский	рассказ в кругу равных	заключенный	заключенный	на этапе	FALSE	Заключенная	Адамова-Слиозберг О.Л.	Путь	Москва	1993	1993	1939	1939	Колыма, этап	NA	asfcd/auth/?t=page&num=3182
1284	Грибоедов А.С.	Горе от ума	NA	1825	Цитируют	стихи	русский	рассказ в кругу равных	заключенный	заключенный	в лагере	FALSE	Заключенный	Ильин Л.М.	Мой отец против НКВД	Санкт-Петербург	1998	1998	1938	1946	Ленинград, Кресты, ОКБ	Конструктор	asfcd/auth/?t=book&num=882
2449	Грибоедов А.С.	Горе от ума	NA	1825	Цитируют	стихи	русский	рассказ в кругу равных	заключенный	заключенный	на этапе	FALSE	Гинзбург Е.С.	Олицкая Е.Л.	Мои воспоминания	Франкфурт, Москва	1971	1971	1938	1938	Колыма, этап	Писатель	asfcd/auth/?t=page&num=11791
1084	Грибоедов А.С.	Горе от ума	NA	1825	Цитируют	стихи	русский	рассказ в кругу равных	заключенный	заключенный	в тюремной камере	FALSE	Автор мемуаров	Сац Н.И.	Жизнь - явление полосатое	Москва	1991	1991	1937	1937	Москва, Бутырская тюрьма	Режиссер, театральный деятель	asfcd/auth/?t=page&num=11328
1770	Грибоедов А.С.	Горе от ума	NA	1825	Пересказывают	стихи	русский	ставили в театре	заключенный	заключенный, блатной, сотрудник внутренних органов	NA	FALSE	Автор мемуаров	Краснов Н.Н. (младший)	Незабываемое: 1945 - 1960	Москва	2002	2002	1946	1954	Кемеровская обл., Мариинск, Сиблаг	Военный, офицер	asfcd/auth/?t=page&num=5068
453	Грибоедов А.С.	Горе от ума	NA	1825	Пересказывают	стихи	русский	ставили в театре	заключенный	заключенный, блатной, сотрудник внутренних органов	NA	FALSE	Заключенные	Толганбаев А.	Исповедь судьбы жестокой	Алма-Аты	1993	1993	1947	1947	Колыма, Магадан	NA	asfcd/auth/?t=page&num=3351
1016	Григ Э.	NA	Романсы	NA	Цитируют	песня	русский	пение в кругу равных	заключенный	заключенный	в тюремной камере	FALSE	Заключенная	Адамова-Слиозберг О.Л.	Путь	Москва	1993	1993	1949	1949	Москва, Бутырская тюрьма	Выпускница музыкальной консерватории	asfcd/auth/?t=page&num=3182
982	Григорович Д.В.	Рыбаки	NA	1853	Цитируют	проза	русский	чтение книги про себя	заключенный	нет аудитории	в тюремной камере	FALSE	Заключенный	Мелентьев М.М.	Мой час и мое время: Книга воспоминаний	Санкт-Петербург	2001	2001	1933	1933	Москва, Бутырская тюрьма	Инженер	asfcd/auth/?t=page&num=6120
2351	Григорьев А.А.	NA	NA	NA	Цитируют	стихи	русский	рассказ в кругу равных	заключенный	заключенный	на этапе	FALSE	Заключенный	Маевская И.В.	Вольное поселение	Москва	1993	1993	1949	1949	Этап	Врач	asfcd/auth/?t=page&num=719
